review,actual_stars,predicted_stars,raw_response,valid_json,error
"OK, let's face it: there are better steaks in the Valley. As a matter of fact, if you just took the steak at face value, it might not even crack the top 5. 

But Durant's is not just about the steak, or even the food. 

Durant's is a classic in every sense of the word, the type of place that can rarely be found anywhwere in Phoenix. It's also a lively and classy night spot, something that didn't exist anywhere in downtown Phoenix for years, and as several new places have developed around Durant's overe the past few years, it has remained consistent and cool. 

And that's what Durnat's is reall",4.0,4.0,"[
  {
    ""review_id"": 9054,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 952,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 5359,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 3857,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 5861,
    ""predicted_stars"": 4
  }
]",True,
"This is a great dog park.  Plenty of grass to run around on, and there is always a good crowd to play with.  And drinking fountains and places to sit.  The majority of the dogs are nice, but there are a few Scottsdale poodles who think they are the shit and their owners just ignore their bad behavior.  I just stick my gum in their curly hair and go on with my day.

The best part of the park is when I get home and the dog takes a nice long nap, and I can do chores in peace.",5.0,4.0,"[
  {
    ""review_id"": 3145,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 3305,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 3006,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 9001,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 7770,
    ""predicted_stars"": 4
  }
]",True,
"This has got to be the best barber shop I've ever been to in my 38 years on this planet.  I was always getting terrible haircuts at places like Great Clips and Hair Cuttery (when I lived in Virginia Beach), and I just assumed it was because I naturally had jacked-up hair.  After getting my first haircut from Israel (the barber, not the country), I know I'd have a hard time looking elsewhere.  I don't know if these dudes were ever in the military, but their attention to detail is top notch.",5.0,5.0,"[
  {
    ""review_id"": 3145,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 3305,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 3006,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 9001,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 7770,
    ""predicted_stars"": 4
  }
]",True,
Got a pretty decent HAND car wash for $15.00.  They asked about extras but weren't pushy about it.  After I paid I noticed their gas prices.  They were about $0.20 less than the going rate in the area.  The frosting on the cake was that I got a $2.00 senior discount.,4.0,4.0,"[
  {
    ""review_id"": 3145,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 3305,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 3006,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 9001,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 7770,
    ""predicted_stars"": 4
  }
]",True,
Home made fresh noodles.  Reminds me of San Francisco china town food.,4.0,4.0,"[
  {
    ""review_id"": 3145,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 3305,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 3006,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 9001,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 7770,
    ""predicted_stars"": 4
  }
]",True,
"This really is more of a lady's hardware store with more design/decorating stuff, small appliances, and such. But this time they had something HD didn't, and at a good price.  Almost exactly what I was looking for, too.

Even if you're a die-hard HD shopper, it doesn't hurt to check here too.",3.0,4.0,"[
  {
    ""review_id"": 3145,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 3305,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 3006,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 9001,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 7770,
    ""predicted_stars"": 4
  }
]",True,
"I found this on yelp and what a great wine bar! I went here last night after work with friends and we shared a bottle of wine and had sandwiches. It was so good can't remember either name of the wine or food.
It was very small inside which made it cozy.",4.0,5.0,"[
  {
    ""review_id"": 7438,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 7942,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 9238,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 1056,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 3154,
    ""predicted_stars"": 4
  }
]",True,
"The very definition of an average brunch.  My omelet was pretty decent, and it's nice that they let you choose a bunch of ingredients if you want to.  However the breakfast potatoes are extremely weak, fairly bland and underseasoned and are probably not hand cut and prepared.  They are mixed with an uninspiring blend of green peppers.   The rest of my table seemed to feel about as enthusiastic as I did about their breakfast burritos.

The service was also pretty slow.  Despite the awesome patio and pretty good eye candy among the patronage here, this place is definitely one you can skip.",3.0,2.0,"[
  {
    ""review_id"": 7438,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 7942,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 9238,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 1056,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 3154,
    ""predicted_stars"": 4
  }
]",True,
Glorified Pei Wei,3.0,1.0,"[
  {
    ""review_id"": 7438,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 7942,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 9238,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 1056,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 3154,
    ""predicted_stars"": 4
  }
]",True,
"Another great Italian find!

My BF and I went to Roma Garden for dinner last night because he was given a gift certificate there from a friend.  We'd never heard of it, but we're always up for trying something new, especially with $50 towards our meal.  We pulled up to their strip mall location without expectations and we were both pleasantly surprised!

When you walk in, the lighting and decor are welcoming and the staff is friendly and attentive.  It was a Thursday night and there were plenty of other guests in the restaurant, and there was a lively energy in the air.  After browsing the men",5.0,5.0,"[
  {
    ""review_id"": 7438,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 7942,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 9238,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 1056,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 3154,
    ""predicted_stars"": 4
  }
]",True,
"I'm not a coffee snob, but I love a good Americano.  

This place has the charm you'd expect from a locally owned coffee shop complete with  eclectic decor, artwork on the walls, odds-and-ends of gaudy lamps and stained-glass windows.  The coffee is pretty good from what I have experienced.  The air-conditioning is right where it needs to be as well. 

Most important factor for this business:  very nice staff.  That alone makes me want to come by more often.",4.0,4.0,"[
  {
    ""review_id"": 7438,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 7942,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 9238,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 1056,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 3154,
    ""predicted_stars"": 4
  }
]",True,
Went here while on vacation in Phoneix based on seeing it on Man vs Food. Could not have been more impressed. Food was amazing. Far above expectations.  The torta was huge and delicious. Would highly recommend it to anyone looking for a fantastic authentic meal at a good price!,5.0,5.0,"[
  {
    ""review_id"": 3787,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 9189,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 7825,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 7539,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 7231,
    ""predicted_stars"": 2
  }
]",True,
"The Hyatt Place Scottsdale is a hidden jewel in old town, just off the main drag this place is perfect for a weekend getaway.  They offer complimentary breakfast which is pretty standard but nice and even have ""real"" plates and utensils vs. plastic products.  They also have free WIFI and the rooms are HUGE!  It is a great place to take the family since the kids can stay in the first part of the room on the sofa sleeper while you can crash on the comfy bed closer to the TV.
The only reason I give 4 stars vs. a perfect 5 is because the pool is really small and not that great.  If they upgraded t",4.0,4.0,"[
  {
    ""review_id"": 3787,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 9189,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 7825,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 7539,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 7231,
    ""predicted_stars"": 2
  }
]",True,
This is my neighborhood grocery store. It's at the two locations I shop at most. It's always clean and well stocked and I never have to wait in line for very long.,4.0,4.0,"[
  {
    ""review_id"": 3787,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 9189,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 7825,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 7539,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 7231,
    ""predicted_stars"": 2
  }
]",True,
"Some of the food here is fantastic such as the Chicken Corfu $14.95 and others like the Gyro I found to be less than good becasue the meat was very dry some parts burnt with the obviously strong taste of fish.  I sent it back and they took it off our bill.  The remainder of the meal which consisted of the Corfu, salads and soup was great and our waitress; the owners daughter promised to address the Gyro with the kitchen.  This restaurant is located at the park in Fountain Hills with unobstructed views of the lake and fountain which erupts every hour spraying water more than 500 feet in the air",4.0,4.0,"[
  {
    ""review_id"": 3787,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 9189,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 7825,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 7539,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 7231,
    ""predicted_stars"": 2
  }
]",True,
"If you have $6 burning a hole in your pocket, and would like a thimble full of ice cream, this is your place. They have a terrific selection of flavors, and you can sample as many as you want before choosing, not to mention they are part of a coffee shop too. Unfortunately, they charge you a thousand dollars for a scoop of it. I'd rather go to Mary Coyle and get a Banana Split for that price, or just save my money because the idea of paying $6 for a scoop of ice cream is absolutely a fool parting with his money.

Two stars because it actually was tasty.",2.0,2.0,"[
  {
    ""review_id"": 3787,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 9189,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 7825,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 7539,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 7231,
    ""predicted_stars"": 2
  }
]",True,
"Loved the atmosphere most of all.  This is a converted bungalow house that should set an example for downtown revival in the future.   Very respectable selection of beer and wine and a limited menu, but with creative selections.

* The house beer, made by Four Peaks, tasted like something made by Four Peaks, which, if you've ever had a beer crafted by Four Peaks, is the sincerest of compliments.

*  The ""G Red"" blended red wine didn't suck.  

*  The Ham and Eggs:  Deviled eggs were quite tasty.  The ham was medium-thickly sliced and put on a stick.  Nicely warmed.  How could you possibly f up",4.0,4.0,"[
  {
    ""review_id"": 764,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 5019,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 4903,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 8093,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 6843,
    ""predicted_stars"": 2
  }
]",True,
"This is the new mecca of Phoenix music. 

Charlie Levy who booked for the now legendary Nita's Hideaway and also the owner of Stateside Presents is the man behind it all! He is a music fan first and ... well ... that's just what he is ... a music fan not a natural businessman. 

The place is just beautiful (for now, soon to be broken with the wear and tear of rock and roll no doubt). The room is small ... stage big (for the size) ... no doubt this is going to be the best place in the city to see any band for a long time to come!

Thank you Charlie!

Music fans unite! This place MUST thrive!

b",5.0,5.0,"[
  {
    ""review_id"": 764,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 5019,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 4903,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 8093,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 6843,
    ""predicted_stars"": 2
  }
]",True,
"This is a really nice coffee shop and restaurant tucked away in a corner toward the east end of City North. They have great food, wine and, well of course, coffee. We were there last Saturday and they had live music as well as an artist. April Howland from Howland Studios was there painting and giving a live demonstration. I am not certain how often they have music and an artist but if you managed to catch them one of these nights, you won't be disappointed. Also, make sure you try one of their fruit smoothies. They are simply amazing.",4.0,5.0,"[
  {
    ""review_id"": 764,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 5019,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 4903,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 8093,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 6843,
    ""predicted_stars"": 2
  }
]",True,
"Took Mom for dinner Monday night. This was the second time I took her here, and it'll be the last! Guess Tapino just isn't for her. Out of the three small plates we shared, she only enjoyed the lamb kabob over quinoa ($9). It was the second-best dish of the three I enjoyed.

I'd wanted to try a glass of rose ($7), since Mom is a fan, but she was ""too tired"" to have wine, so I'll have to bookmark that for next visit. We started w/ the butternut squash ravioli w/ sage butter ($8; mmm... I adore brown butter and sage... My Mom, however, doesn't). I appreciated the sweet creaminess of the squash p",4.0,2.0,"[
  {
    ""review_id"": 764,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 5019,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 4903,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 8093,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 6843,
    ""predicted_stars"": 2
  }
]",True,
"I am a very loyal customer to pure sushi and have been for over 2 years now. Up until about 6 months ago I would have given this place 4, possibly 5 stars, but with the horrible service I have encountered the last 6 months I'm only giving it 2. Normally I order my food to go at the bar and just take it home and eat it. But the for the last 6 months when I go in to order my food at the bar, its always the same bar tender working and she is rude. The last 3 times I have been into order food I ended up just walking out and not ordering anything. She is always taking to what seems to be her friend",2.0,2.0,"[
  {
    ""review_id"": 764,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 5019,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 4903,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 8093,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 6843,
    ""predicted_stars"": 2
  }
]",True,
"The sales people here are very knowledgable and helpful. They are also very friendly and great with reccomendations.

I know it is a comic store but I only went there for DnD books/suppliments and ocassional Anime.

I am pretty sure their Anime is bootleged, but due to how cheap it is and the fact that you usually can't find it anywhere else I don't care. They often come in complete sets for like 30 bucks which is great for a whole series. I have had problems watching them on PS2/Xbox sometimes but due to the price I keep coming back. 

Now then if it weren't for this next part they would have",3.0,3.0,"[
  {
    ""review_id"": 2165,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 1862,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 7850,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 9123,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2340,
    ""predicted_stars"": 5
  }
]",True,
"Once again, THE TROUGH SLURPERS offer far too many stars to this mundane eatery, proving again that they are truly CANAILLE of the first order.:
Slow indifferent service
Mediocre food
The kind of wine that patrons of kokopelli swill with delight, calling it ambrosia when it's actually dishwater.
But..as with Kokopelli, it keeps the shit eaters out of the better restaurants! So, I say to you canaille..flock, flock there with your disruptive screaming children and your leathery palates.",1.0,1.0,"[
  {
    ""review_id"": 2165,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 1862,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 7850,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 9123,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2340,
    ""predicted_stars"": 5
  }
]",True,
"We were excited when we found that we could add George and Sons to our delivery list.  The food is good, not great, but it was a great option on lazy nights.  Tonight when the food was delivered it seemed like the price was a bit high.  There wasn't an itemized receipt attached to the credit card slip so I said to the delivery guy this seems high.  He gave no explanation so I tipped as usual.  Well turns out that there is a $4 delivery charge so this guy made a pretty big tip for driving down the street. I have no problem with delivery charges because there are some crappy tippers out there; I",2.0,2.0,"[
  {
    ""review_id"": 2165,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 1862,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 7850,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 9123,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2340,
    ""predicted_stars"": 5
  }
]",True,
"Love this place !

Food is spicy and always cooked just right.  Menu changes every so often and have nightly specials too.  Service is great.  No matter what night you go it is busy.

it is a great little find.",5.0,5.0,"[
  {
    ""review_id"": 2165,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 1862,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 7850,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 9123,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2340,
    ""predicted_stars"": 5
  }
]",True,
"I attended a UYE (Unofficial Yelp Event) here and I have to say that Haus Murphy's pretty much wowed all 20 or so of us!

It has taken me over a week to get to the review.  I was still reflecting on the German meatloaf, red cabbage and Weihenstephaner Hefeweizen.

How do you say, ""Damn that was good!"" in German?  I have new found respect for German cuisine thanks to Chef Hoffman (not sure about the spelling there).

The fubar of Yelpers (I am pretty sure that is the correct term for a large gathering of Yelpers) dined on the patio which is a great space.  Service was very good throughout the m",5.0,5.0,"[
  {
    ""review_id"": 2165,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 1862,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 7850,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 9123,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2340,
    ""predicted_stars"": 5
  }
]",True,
"Like Red Robin, Carraba's is my go-to Italian joint that I know I wont be disappointed in.  

I love their bread and the yummy oil/herbs that go with it.  I do ask for butter as well, but they always seem to bring out this frozen ball of butter.  I don't get that.

The best dish they have is their Pollo Rosa Maria.  It consists of two chicken breasts, stuff with fontina cheese and covered with a huge helping of sauteed mushrooms.  Make sure to get it with fettuccine alfredo.  It's a must!... if you don't like pasta, I dont know what to tel ya.  The combo of the two is a match made in heaven.

",4.0,5.0,"[
  {
    ""review_id"": 5527,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 6743,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 4003,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 1123,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 8709,
    ""predicted_stars"": 5
  }
]",True,
"The green chili  pulled pork omelet  was delightfully good.  The coffee was great, and so is the decor.  The cream chipped beef and biscuits are also pretty fantastic.",4.0,5.0,"[
  {
    ""review_id"": 5527,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 6743,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 4003,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 1123,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 8709,
    ""predicted_stars"": 5
  }
]",True,
"This is one of the only places in Phoenix that carries legitimate book binding supplies like book cloth and all sorts of decorative binding papers (unlike the decorative kind for scrapbooking). I love that I can order online, and then they will call me when my order is ready and I can just head on down to Tempe to pick my stuff up.

While I haven't taken any of their classes, they look pretty awesome. I have had experiences with old letter press techniques, and this place offers classes in it. I think I'm going to have to sign up!",4.0,5.0,"[
  {
    ""review_id"": 5527,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 6743,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 4003,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 1123,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 8709,
    ""predicted_stars"": 5
  }
]",True,
"Their beef gyro's are delicious!  Great portions for what you pay.  And their falafel is really good too.  Not a great portion it seems for an order of hummus, we got like one piece of pita.  Just didn't seem to be much there.  We always do carryout, and either the bartender is really nice and funny, or just werent very friendly.",3.0,4.0,"[
  {
    ""review_id"": 5527,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 6743,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 4003,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 1123,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 8709,
    ""predicted_stars"": 5
  }
]",True,
"One of my fav sushi places in the Valley.  Great place to take someone who has never tried sushi or still is unsure of what they like.  Great place to take someone who loves sushi but is indecisive.  Some of my favorites include the spicy shrimp/crab roll, Phoenix roll, and their squid salad.  Plus - you can't beat the Vegas roll - $1.50 for 3 pieces? It's a steal!  Definitely one of the more fun sushi places in the Valley!",5.0,5.0,"[
  {
    ""review_id"": 5527,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 6743,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 4003,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 1123,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 8709,
    ""predicted_stars"": 5
  }
]",True,
"So great to see the occasional NY style pizzeria pop up amid all these chi-town ""pizza"" impersonators... Sorry, but if you think pizza is cut in squares, or it's crust should taste like a stale saltine cracker, perhaps this isn't for you.

A great street style joint with friendly staff and always a great selection ready to go, and conveniently located right next to AMC 24. Bring a messenger bag or purse and get some Vincents to go, and avoid the concession stand. Just sayin...",4.0,5.0,"[  
   {  
      ""review_id"": 4049,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 7640,
      ""predicted_stars"": 3
   },
   {  
      ""review_id"": 765,
      ""predicted_stars"": 1
   },
   {  
      ""review_id"": 2344,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 4071,
      ""predicted_stars"": 4
   }
]",True,
"I don't know what Bar Smith is trying to be. I feel like instead of just saying okay we are going to be a X music club on Saturday night they decided to try and appease too many people. 90s R&B and Hip hop on the first floor Techno Electronica on the roof top bar. 

oooooKAY.

I visited the during the 4th Annual Pub crawl at 11:30 at night the place was still pretty empty. 

Drinks-Meh
Crowd-Meh, I am still trying to find the young professional males in this area.
Layout- I like it
Bouncers-Really big and Super nice but then again I smiled a lot and didn't give them a hard time about my ID. 

",3.0,3.0,"[  
   {  
      ""review_id"": 4049,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 7640,
      ""predicted_stars"": 3
   },
   {  
      ""review_id"": 765,
      ""predicted_stars"": 1
   },
   {  
      ""review_id"": 2344,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 4071,
      ""predicted_stars"": 4
   }
]",True,
"I am not a fan of this place. I like to try to stay positive though so here is my attempt a the proverbial ""positive sandwich""

Top Bun: The location is fantastic. I really like where it is, its a cute little place that is very easy to find.

The Meat of the Matter: The food here is odd. I am very open to trying new things and experiencing different cultures. As I have mentioned in other reviews, I love all types of food from all over the world. I didn't care for this place. I ordered an appetizer that was wrapped in a banana leaf and i honestly thought I was eating an ashtray. It wasn't good.",1.0,1.0,"[  
   {  
      ""review_id"": 4049,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 7640,
      ""predicted_stars"": 3
   },
   {  
      ""review_id"": 765,
      ""predicted_stars"": 1
   },
   {  
      ""review_id"": 2344,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 4071,
      ""predicted_stars"": 4
   }
]",True,
"I LOVE love LOVE Coffee Bean.  I have been in love with Coffee Bean for years.  I am so bummed out that they are not all over the place like the ""S"" coffee store.  

One of my favie drinks are the Pure Cholocate Ice Blended with whip cream and Green Tea Latte.  The service is always friendly, perky, and fully of sunshine.",5.0,5.0,"[  
   {  
      ""review_id"": 4049,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 7640,
      ""predicted_stars"": 3
   },
   {  
      ""review_id"": 765,
      ""predicted_stars"": 1
   },
   {  
      ""review_id"": 2344,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 4071,
      ""predicted_stars"": 4
   }
]",True,
The noodles are delicious here. I had the vegetarian spicy noodle. It doesn't come with anything but noodles and the sauce. It would be great if they could add some veggies in there though. So you chose the type of noodle you want and then the flavor. The prices are super cheap and the service is fast. The portions are huge and I could have eaten the whole plate if I didn't stop myself. I am curious to know if they use MSG because it was that hard to stop eating.,3.0,4.0,"[  
   {  
      ""review_id"": 4049,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 7640,
      ""predicted_stars"": 3
   },
   {  
      ""review_id"": 765,
      ""predicted_stars"": 1
   },
   {  
      ""review_id"": 2344,
      ""predicted_stars"": 5
   },
   {  
      ""review_id"": 4071,
      ""predicted_stars"": 4
   }
]",True,
"Long wait for food, waitresses that don't know what they're doing, grumpy hosts, and crappy food that keeps us off the lake for 2 hours is not somewhere I plan on going ever again.",1.0,1.0,"[
  {
    ""review_id"": 7216,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 4216,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 7952,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 5970,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 3350,
    ""predicted_stars"": 5
  }
]",True,
"Amazing sushi. Fast, clean, fresh. Friendly staff. Favorites are Arizona, Beauty, Alaska, and Spicy Ninja, although everything here is some of the best around hands down!",5.0,5.0,"[
  {
    ""review_id"": 7216,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 4216,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 7952,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 5970,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 3350,
    ""predicted_stars"": 5
  }
]",True,
"Part 2 of the business trip.  Dinner with the sales team.

We always have fun when out on the road and this was no exception. 

The need for sushi is somtimes primal.  This was one of those nights.  

Starting off with happy hour prices that were awesome we easily knocked down three bottles of Sake while deciding what treats to order.

We ordered a tableful of great sushi- alot of variety and had a great time.  The one disappointment was that the sushi just didn't have enough spice.  Not nearly enough heat.  The staff was excellent and very helpful.  

I would recommend Ra.  The atmosphere alo",4.0,4.0,"[
  {
    ""review_id"": 7216,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 4216,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 7952,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 5970,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 3350,
    ""predicted_stars"": 5
  }
]",True,
"The 4 stars is in comparison to other Chipotle's I've been to, especially in this area.

I have to admit, when they were building this plaza, my friends and I tried to guess every day what it was going to be. We had it narrowed down to a Chipotle or a sushi joint (both would kill me for sure) and I cannot believe we were actually right. 

I am pretty pleased with this place. Both times I've stopped by it's been clean and pretty speedy service. Every time I come in, I am surprised by all the extra room around to the side and out on the patio and it makes me happy.

I'm sure anyone reading this ",4.0,4.0,"[
  {
    ""review_id"": 7216,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 4216,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 7952,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 5970,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 3350,
    ""predicted_stars"": 5
  }
]",True,
"Great place to see a show.  Prices are the best around, and it's never too crowded.",4.0,5.0,"[
  {
    ""review_id"": 7216,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 4216,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 7952,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 5970,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 3350,
    ""predicted_stars"": 5
  }
]",True,
Usually stop here for breakfast and mimosas. Agreed the service is not always the greatest but who expects 5star service at a breakfast/lunch cafe. I say have a mimosa and chill out. They also have a fun drink/beer list. Or fresh squeezed OJ that is worth the trip. The food is bought locally and prepared fresh so the wait is worth the quality. I usually do the omelettes... mushroom garlic. I can't refuse that mushroom sauce!! I have had their huge a#$ burgers and a couple of their sandwiches. The Loki and the vegetarian stand out. What ever you try I don't think you will be disappointed.,4.0,5.0,"[
  {
    ""review_id"": 4695,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 3399,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 4081,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 9149,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 1224,
    ""predicted_stars"": 5
  }
]",True,
